GO_Type	Slim_GO_ID	Slim_GO_Name	Input_Accession	Input_GOID	Input_GO_Name
F	GO:0005215	transporter activity	XM_004485663	GO:0015293	symporter activity
F	GO:0005215	transporter activity	XM_012712696	GO:0015293	symporter activity
F	GO:0005215	transporter activity	XM_004489525	GO:0015293	symporter activity
F	GO:0005215	transporter activity	XM_004489528	GO:0015293	symporter activity
F	GO:0005215	transporter activity	XM_004489664	GO:0015250	water channel activity
F	GO:0005215	transporter activity	XM_004489892	GO:0140326	ATPase-coupled intramembrane lipid transporter activity
F	GO:0005215	transporter activity	XM_004485868	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004489594	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004489816	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_012712807	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004489925	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004489931	GO:0022857	transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004489599	GO:0015171	amino acid transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004492771	GO:0010329	auxin efflux transmembrane transporter activity
F	GO:0005215	transporter activity	XM_004507358	GO:0005351	carbohydrate:proton symporter activity
F	GO:0005215	transporter activity	XM_004485635	GO:0005337	nucleoside transmembrane transporter activity
F	GO:0005215	transporter activity	XM_027332645	GO:0005337	nucleoside transmembrane transporter activity
F	GO:0005488	binding	XM_004494921	GO:0051536	iron-sulfur cluster binding
F	GO:0005488	binding	XM_004485692	GO:0050897	cobalt ion binding
F	GO:0005488	binding	XM_004485625	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485624	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485677	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485686	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485705	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485731	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485782	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485785	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485796	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485807	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485813	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485851	GO:0005524	ATP binding
F	GO:0005488	binding	XM_012716176	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485858	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485936	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004485992	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004486028	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004486045	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027336267	GO:0005524	ATP binding
F	GO:0005488	binding	XM_012712774	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004486131	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004486452	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489555	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489540	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489552	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489598	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489652	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027331763	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489844	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489892	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004489956	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027331657	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004490004	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004494384	GO:0005524	ATP binding
F	GO:0005488	binding	XM_012714161	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027333822	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004498485	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004499321	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027334659	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004501410	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004504760	GO:0005524	ATP binding
F	GO:0005488	binding	XM_027335979	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507264	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507273	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507278	GO:0005524	ATP binding
F	GO:0005488	binding	XM_012717759	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507329	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507386	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507405	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507434	GO:0005524	ATP binding
F	GO:0005488	binding	XM_012717796	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004509508	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004511228	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004511267	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004512703	GO:0005524	ATP binding
F	GO:0005488	binding	XM_004507308	GO:0043022	ribosome binding
F	GO:0005488	binding	XM_027334280	GO:0032549	ribonucleoside binding
F	GO:0005488	binding	XM_004485650	GO:0043565	sequence-specific DNA binding
F	GO:0005488	binding	XM_004497830	GO:0043565	sequence-specific DNA binding
F	GO:0005488	binding	XM_004501431	GO:0043565	sequence-specific DNA binding
F	GO:0005488	binding	XM_012716776	GO:0043565	sequence-specific DNA binding
F	GO:0005488	binding	XM_027335208	GO:0043565	sequence-specific DNA binding
F	GO:0005488	binding	XM_012713291	GO:0005509	calcium ion binding
F	GO:0005488	binding	XM_004489942	GO:0005509	calcium ion binding
F	GO:0005488	binding	XM_004502973	GO:0005509	calcium ion binding
F	GO:0005488	binding	XM_004507264	GO:0005509	calcium ion binding
F	GO:0005488	binding	XM_004485798	GO:0005525	GTP binding
F	GO:0005488	binding	XM_004489494	GO:0005525	GTP binding
F	GO:0005488	binding	XM_004489635	GO:0005525	GTP binding
F	GO:0005488	binding	XM_004499314	GO:0005525	GTP binding
F	GO:0005488	binding	XM_004507301	GO:0005525	GTP binding
F	GO:0005488	binding	XM_004486442	GO:0003697	single-stranded DNA binding
F	GO:0005488	binding	XM_004489951	GO:0003697	single-stranded DNA binding
F	GO:0005488	binding	XM_004485669	GO:0043531	ADP binding
F	GO:0005488	binding	XM_004485668	GO:0043531	ADP binding
F	GO:0005488	binding	XM_012712573	GO:0043531	ADP binding
F	GO:0005488	binding	XM_027330360	GO:0043531	ADP binding
F	GO:0005488	binding	XM_012713809	GO:0043531	ADP binding
F	GO:0005488	binding	XM_027330375	GO:0043531	ADP binding
F	GO:0005488	binding	XM_027336157	GO:0043531	ADP binding
F	GO:0005488	binding	XM_004489827	GO:0043531	ADP binding
F	GO:0005488	binding	XM_012713169	GO:0043531	ADP binding
F	GO:0005488	binding	XM_004486516	GO:0071949	FAD binding
F	GO:0005488	binding	XM_004486168	GO:0070180	large ribosomal subunit rRNA binding
F	GO:0005488	binding	XM_004507263	GO:0031624	ubiquitin conjugating enzyme binding
F	GO:0005488	binding	XM_004485641	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485662	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485664	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485686	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485691	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485694	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485703	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485711	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485720	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485743	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485824	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004488750	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004489497	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004489532	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004489891	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004490495	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_027332855	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004501693	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004505733	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004507344	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004507386	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004507449	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004510355	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004511221	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004511225	GO:0046872	metal ion binding
F	GO:0005488	binding	XM_004485776	GO:0051082	unfolded protein binding
F	GO:0005488	binding	XM_004485777	GO:0051082	unfolded protein binding
F	GO:0005488	binding	XM_004489652	GO:0051082	unfolded protein binding
F	GO:0005488	binding	XM_004489906	GO:0051082	unfolded protein binding
F	GO:0005488	binding	XM_004485820	GO:0000287	magnesium ion binding
F	GO:0005488	binding	XM_004489892	GO:0000287	magnesium ion binding
F	GO:0005488	binding	XM_004486106	GO:2001070	starch binding
F	GO:0005488	binding	XM_027336133	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
F	GO:0005488	binding	XM_004486445	GO:0005506	iron ion binding
F	GO:0005488	binding	XM_004486447	GO:0005506	iron ion binding
F	GO:0005488	binding	XM_004485732	GO:0098808	mRNA cap binding
F	GO:0005488	binding	XM_004507360	GO:0051117	ATPase binding
F	GO:0005488	binding	XM_004485777	GO:0051087	chaperone binding
F	GO:0005488	binding	XM_004489906	GO:0051087	chaperone binding
F	GO:0005488	binding	XM_004507353	GO:0005504	fatty acid binding
F	GO:0005488	binding	XM_004485659	GO:0070402	NADPH binding
F	GO:0005488	binding	XM_004485820	GO:0030976	thiamine pyrophosphate binding
F	GO:0005488	binding	XM_004485720	GO:0044390	ubiquitin-like protein conjugating enzyme binding
F	GO:0005488	binding	XM_004486451	GO:0000976	transcription cis-regulatory region binding
F	GO:0005488	binding	XM_004485622	GO:0010181	FMN binding
F	GO:0005488	binding	XM_004507354	GO:0010181	FMN binding
F	GO:0005488	binding	XM_004485631	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004485654	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004485692	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004485808	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_027330451	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004489888	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_027334715	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_027334745	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004507263	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004507284	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004507340	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004507364	GO:0008270	zinc ion binding
F	GO:0005488	binding	XM_004485962	GO:0031625	ubiquitin protein ligase binding
F	GO:0005488	binding	XM_012712736	GO:1990247	N6-methyladenosine-containing RNA binding
F	GO:0005488	binding	XM_004485992	GO:0031491	nucleosome binding
F	GO:0005488	binding	XM_004510192	GO:0046923	ER retention sequence binding
F	GO:0005488	binding	XM_004485775	GO:0030170	pyridoxal phosphate binding
F	GO:0005488	binding	XM_004503502	GO:0070628	proteasome binding
F	GO:0005488	binding	XM_004507449	GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding
F	GO:0005488	binding	XM_012713103	GO:0008017	microtubule binding
F	GO:0005488	binding	XM_004489881	GO:0008017	microtubule binding
F	GO:0005488	binding	XM_004507434	GO:0008017	microtubule binding
F	GO:0005488	binding	XM_012717796	GO:0008017	microtubule binding
F	GO:0005488	binding	XM_004507368	GO:0003779	actin binding
F	GO:0005488	binding	XM_004488294	GO:0046982	protein heterodimerization activity
F	GO:0005488	binding	XM_027333871	GO:0003729	mRNA binding
F	GO:0005488	binding	XM_004511267	GO:0044877	protein-containing complex binding
F	GO:0005488	binding	XM_027336133	GO:0046983	protein dimerization activity
F	GO:0005488	binding	XM_004489803	GO:0046983	protein dimerization activity
F	GO:0005488	binding	XM_004489894	GO:0046983	protein dimerization activity
F	GO:0005488	binding	XM_004497619	GO:0046983	protein dimerization activity
F	GO:0005488	binding	XM_004507396	GO:0046983	protein dimerization activity
F	GO:0005488	binding	XM_004485650	GO:0005516	calmodulin binding
F	GO:0005488	binding	XM_004489955	GO:0005516	calmodulin binding
F	GO:0005488	binding	XM_004507264	GO:0005516	calmodulin binding
F	GO:0005488	binding	XM_027333606	GO:0030247	polysaccharide binding
F	GO:0005488	binding	XM_004489591	GO:0017025	TBP-class protein binding
F	GO:0005488	binding	XM_004486445	GO:0020037	heme binding
F	GO:0005488	binding	XM_004486447	GO:0020037	heme binding
F	GO:0005488	binding	XM_004489532	GO:0020037	heme binding
F	GO:0005488	binding	XM_004505733	GO:0020037	heme binding
F	GO:0005488	binding	XM_004511231	GO:0043015	gamma-tubulin binding
F	GO:0005488	binding	XM_004489496	GO:0042803	protein homodimerization activity
F	GO:0005488	binding	XM_004497619	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
F	GO:0005488	binding	XM_004486452	GO:0030332	cyclin binding
F	GO:0005488	binding	XM_004510172	GO:0003690	double-stranded DNA binding
F	GO:0005488	binding	XM_004507344	GO:0051539	4 iron, 4 sulfur cluster binding
F	GO:0005515	protein binding	XM_004507263	GO:0031624	ubiquitin conjugating enzyme binding
F	GO:0005515	protein binding	XM_004485776	GO:0051082	unfolded protein binding
F	GO:0005515	protein binding	XM_004485777	GO:0051082	unfolded protein binding
F	GO:0005515	protein binding	XM_004489652	GO:0051082	unfolded protein binding
F	GO:0005515	protein binding	XM_004489906	GO:0051082	unfolded protein binding
F	GO:0005515	protein binding	XM_004507360	GO:0051117	ATPase binding
F	GO:0005515	protein binding	XM_004485777	GO:0051087	chaperone binding
F	GO:0005515	protein binding	XM_004489906	GO:0051087	chaperone binding
F	GO:0005515	protein binding	XM_004485720	GO:0044390	ubiquitin-like protein conjugating enzyme binding
F	GO:0005515	protein binding	XM_004485962	GO:0031625	ubiquitin protein ligase binding
F	GO:0005515	protein binding	XM_012713103	GO:0008017	microtubule binding
F	GO:0005515	protein binding	XM_004489881	GO:0008017	microtubule binding
F	GO:0005515	protein binding	XM_004507434	GO:0008017	microtubule binding
F	GO:0005515	protein binding	XM_012717796	GO:0008017	microtubule binding
F	GO:0005515	protein binding	XM_004507368	GO:0003779	actin binding
F	GO:0005515	protein binding	XM_004485655	GO:0000149	SNARE binding
F	GO:0005515	protein binding	XM_004488294	GO:0046982	protein heterodimerization activity
F	GO:0005515	protein binding	XM_027336133	GO:0046983	protein dimerization activity
F	GO:0005515	protein binding	XM_004489803	GO:0046983	protein dimerization activity
F	GO:0005515	protein binding	XM_004489894	GO:0046983	protein dimerization activity
F	GO:0005515	protein binding	XM_004497619	GO:0046983	protein dimerization activity
F	GO:0005515	protein binding	XM_004507396	GO:0046983	protein dimerization activity
F	GO:0005515	protein binding	XM_004485650	GO:0005516	calmodulin binding
F	GO:0005515	protein binding	XM_004489955	GO:0005516	calmodulin binding
F	GO:0005515	protein binding	XM_004507264	GO:0005516	calmodulin binding
F	GO:0005515	protein binding	XM_004489591	GO:0017025	TBP-class protein binding
F	GO:0005515	protein binding	XM_004511231	GO:0043015	gamma-tubulin binding
F	GO:0005515	protein binding	XM_004489496	GO:0042803	protein homodimerization activity
F	GO:0005515	protein binding	XM_004486452	GO:0030332	cyclin binding
F	GO:0008135	translation factor activity, RNA binding	XM_004485732	GO:0003743	translation initiation factor activity
F	GO:0008135	translation factor activity, RNA binding	XM_004496603	GO:0003743	translation initiation factor activity
F	GO:0008135	translation factor activity, RNA binding	XM_004485714	GO:0003746	translation elongation factor activity
F	GO:0008135	translation factor activity, RNA binding	XM_004489494	GO:0003746	translation elongation factor activity
F	GO:0008289	lipid binding	XM_027332042	GO:0008289	lipid binding
F	GO:0008289	lipid binding	XM_004507353	GO:0005504	fatty acid binding
F	GO:0016301	kinase activity	XM_004485625	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004485624	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004485705	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004485731	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004485936	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004486028	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_027331763	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004489956	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_027335979	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004507278	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_012717759	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004511267	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004512703	GO:0004674	protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004486452	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
F	GO:0016301	kinase activity	XM_004486452	GO:0004693	cyclin-dependent protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004507264	GO:0004683	calmodulin-dependent protein kinase activity
F	GO:0016301	kinase activity	XM_004485638	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_004485795	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_027331838	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_004489604	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_027333606	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_004509508	GO:0016301	kinase activity
F	GO:0016301	kinase activity	XM_004485677	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485782	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485785	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485796	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485851	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_012716176	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485858	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_012712774	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004486131	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004489540	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004489844	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_027333822	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_027334659	GO:0004672	protein kinase activity
F	GO:0016301	kinase activity	XM_004485651	GO:0017050	D-erythro-sphingosine kinase activity
F	GO:0016301	kinase activity	XM_004507264	GO:0009931	calcium-dependent protein serine/threonine kinase activity
F	GO:0016301	kinase activity	XM_004485625	GO:0106310	protein serine kinase activity
F	GO:0016301	kinase activity	XM_004485624	GO:0106310	protein serine kinase activity
F	GO:0016301	kinase activity	XM_027335979	GO:0106310	protein serine kinase activity
F	GO:0016301	kinase activity	XM_004511267	GO:0106310	protein serine kinase activity
F	GO:0016740	transferase activity	XM_004511214	GO:0004479	methionyl-tRNA formyltransferase activity
F	GO:0016740	transferase activity	XM_004485625	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004485624	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004485705	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004485731	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004485936	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004486028	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_027331763	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004489956	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_027335979	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004507278	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_012717759	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004511267	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004512703	GO:0004674	protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004485724	GO:0016746	acyltransferase activity
F	GO:0016740	transferase activity	XM_004485830	GO:0016746	acyltransferase activity
F	GO:0016740	transferase activity	XM_004485647	GO:0003964	RNA-directed DNA polymerase activity
F	GO:0016740	transferase activity	XM_004492116	GO:0008375	acetylglucosaminyltransferase activity
F	GO:0016740	transferase activity	XM_004486452	GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
F	GO:0016740	transferase activity	XM_004485719	GO:0106339	tRNA (cytidine 32-2'-O)-methyltransferase activity
F	GO:0016740	transferase activity	XM_004501432	GO:0052656	L-isoleucine transaminase activity
F	GO:0016740	transferase activity	XM_004486452	GO:0004693	cyclin-dependent protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004507264	GO:0004683	calmodulin-dependent protein kinase activity
F	GO:0016740	transferase activity	XM_004506249	GO:0047172	shikimate O-hydroxycinnamoyltransferase activity
F	GO:0016740	transferase activity	XM_004506990	GO:0047172	shikimate O-hydroxycinnamoyltransferase activity
F	GO:0016740	transferase activity	XM_004485829	GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity
F	GO:0016740	transferase activity	XM_004485784	GO:0016429	tRNA (adenine-N1-)-methyltransferase activity
F	GO:0016740	transferase activity	XM_004485632	GO:0061630	ubiquitin protein ligase activity
F	GO:0016740	transferase activity	XM_004485720	GO:0061630	ubiquitin protein ligase activity
F	GO:0016740	transferase activity	XM_004507263	GO:0061630	ubiquitin protein ligase activity
F	GO:0016740	transferase activity	XM_004506007	GO:0016762	xyloglucan:xyloglucosyl transferase activity
F	GO:0016740	transferase activity	XM_004486076	GO:0004842	ubiquitin-protein transferase activity
F	GO:0016740	transferase activity	XM_004507340	GO:0004842	ubiquitin-protein transferase activity
F	GO:0016740	transferase activity	XM_004501432	GO:0052655	L-valine transaminase activity
F	GO:0016740	transferase activity	XM_004485775	GO:0008184	glycogen phosphorylase activity
F	GO:0016740	transferase activity	XM_004489650	GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
F	GO:0016740	transferase activity	XM_004489511	GO:0016757	glycosyltransferase activity
F	GO:0016740	transferase activity	XM_004501103	GO:0016757	glycosyltransferase activity
F	GO:0016740	transferase activity	XM_004504436	GO:0016757	glycosyltransferase activity
F	GO:0016740	transferase activity	XM_004507357	GO:0016757	glycosyltransferase activity
F	GO:0016740	transferase activity	XM_012714161	GO:0008878	glucose-1-phosphate adenylyltransferase activity
F	GO:0016740	transferase activity	XM_004507405	GO:0008878	glucose-1-phosphate adenylyltransferase activity
F	GO:0016740	transferase activity	XM_004486106	GO:0033201	alpha-1,4-glucan synthase activity
F	GO:0016740	transferase activity	XM_004485677	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004485782	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004485785	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004485796	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004485851	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_012716176	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004485858	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_012712774	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004486131	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004489540	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004489844	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_027333822	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_027334659	GO:0004672	protein kinase activity
F	GO:0016740	transferase activity	XM_004486106	GO:0004373	glycogen (starch) synthase activity
F	GO:0016740	transferase activity	XM_027332855	GO:0003887	DNA-directed DNA polymerase activity
F	GO:0016740	transferase activity	XM_004498485	GO:0003887	DNA-directed DNA polymerase activity
F	GO:0016740	transferase activity	XM_004485975	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
F	GO:0016740	transferase activity	XM_004489799	GO:0004766	spermidine synthase activity
F	GO:0016740	transferase activity	XM_004485775	GO:0102499	SHG alpha-glucan phosphorylase activity
F	GO:0016740	transferase activity	XM_004489536	GO:0008168	methyltransferase activity
F	GO:0016740	transferase activity	XM_004489649	GO:0008168	methyltransferase activity
F	GO:0016740	transferase activity	XM_027334280	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
F	GO:0016740	transferase activity	XM_004511226	GO:0004144	diacylglycerol O-acyltransferase activity
F	GO:0016740	transferase activity	XM_004494921	GO:0004044	amidophosphoribosyltransferase activity
F	GO:0016740	transferase activity	XM_004485722	GO:0003843	1,3-beta-D-glucan synthase activity
F	GO:0016740	transferase activity	XM_004507264	GO:0009931	calcium-dependent protein serine/threonine kinase activity
F	GO:0016740	transferase activity	XM_004507349	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity
F	GO:0016740	transferase activity	XM_004485962	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
F	GO:0016740	transferase activity	XM_004489537	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
F	GO:0016740	transferase activity	XM_004489799	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
F	GO:0016740	transferase activity	XM_004497619	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
F	GO:0016740	transferase activity	XM_004486106	GO:0009011	starch synthase activity
F	GO:0016740	transferase activity	XM_004501432	GO:0052654	L-leucine transaminase activity
F	GO:0016740	transferase activity	XM_004485826	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_012718073	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_004489813	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_004499949	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_004505452	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_004506745	GO:0016413	O-acetyltransferase activity
F	GO:0016740	transferase activity	XM_004485793	GO:0035251	UDP-glucosyltransferase activity
F	GO:0016740	transferase activity	XM_004501432	GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity
F	GO:0016740	transferase activity	XM_012713031	GO:0009922	fatty acid elongase activity
F	GO:0016740	transferase activity	XM_004507395	GO:0009922	fatty acid elongase activity
F	GO:0016740	transferase activity	XM_004485625	GO:0106310	protein serine kinase activity
F	GO:0016740	transferase activity	XM_004485624	GO:0106310	protein serine kinase activity
F	GO:0016740	transferase activity	XM_027335979	GO:0106310	protein serine kinase activity
F	GO:0016740	transferase activity	XM_004511267	GO:0106310	protein serine kinase activity
F	GO:0016740	transferase activity	XM_004485775	GO:0102250	linear malto-oligosaccharide phosphorylase activity
F	GO:0016787	hydrolase activity	XM_012714402	GO:0008422	beta-glucosidase activity
F	GO:0016787	hydrolase activity	XM_004490519	GO:0008422	beta-glucosidase activity
F	GO:0016787	hydrolase activity	XM_004489891	GO:0017018	myosin phosphatase activity
